	Linear	regression	Scaling						
Year	F3	F5	F3	F5					
1571	18.173	18.162	17.944	18.017		-1.1312995935	-1.1342932385	-1.1317479134	-1.1333666509
1572	18.163	18.15	17.932	18.002		-1.1530202107	-1.1600249724	-1.1517307636	-1.1603786055
1573	18.152	18.138	17.917	17.988		-1.1769128896	-1.1857567063	-1.1767093263	-1.1855897631
1574	18.139	18.128	17.9	17.976		-1.205149692	-1.2071998179	-1.205018364	-1.2071993268
1575	18.131	18.123	17.889	17.97		-1.2225261858	-1.2179213737	-1.2233359767	-1.2180041086
1576	18.136	18.128	17.895	17.976		-1.2116658772	-1.2071998179	-1.2133445516	-1.2071993268
1577	18.153	18.141	17.919	17.992		-1.1747408279	-1.1793237728	-1.1733788512	-1.1783865752
1578	18.173	18.157	17.944	18.011		-1.1312995935	-1.1450147943	-1.1317479134	-1.1441714327
1579	18.184	18.169	17.959	18.024		-1.1074069145	-1.1192830604	-1.1067693507	-1.1207610721
1580	18.188	18.173	17.963	18.03		-1.0987186676	-1.1107058157	-1.1001084006	-1.1099562903
1581	18.186	18.171	17.961	18.028		-1.1030627911	-1.1149944381	-1.1034388756	-1.1135578842
1582	18.179	18.164	17.952	18.019		-1.1182672231	-1.1300046162	-1.1184260133	-1.129765057
1583	18.165	18.152	17.934	18.004		-1.1486760872	-1.1557363501	-1.1484002885	-1.1567770116
1584	18.15	18.139	17.915	17.99		-1.1812570131	-1.1836123951	-1.1800398013	-1.1819881692
1585	18.14	18.13	17.902	17.978		-1.2029776303	-1.2029111955	-1.201687889	-1.2035977329
1586	18.137	18.125	17.898	17.973		-1.2094938155	-1.2136327513	-1.208348839	-1.2126017177
1587	18.137	18.124	17.897	17.971		-1.2094938155	-1.2157770625	-1.2100140766	-1.2162033117
1588	18.136	18.123	17.896	17.97		-1.2116658772	-1.2179213737	-1.2116793141	-1.2180041086
1589	18.136	18.124	17.896	17.971		-1.2116658772	-1.2157770625	-1.2116793141	-1.2162033117
1590	18.138	18.134	17.899	17.983		-1.2073217538	-1.1943339509	-1.2066836015	-1.194593748
1591	18.162	18.163	17.93	18.018		-1.1551922724	-1.1321489273	-1.1550612386	-1.1315658539
1592	18.221	18.215	18.006	18.08		-1.0270406308	-1.0206447471	-1.0285031875	-1.0199164416
1593	18.293	18.272	18.1	18.147		-0.8706521868	-0.8984190111	-0.8719708611	-0.8992630444
1594	18.341	18.315	18.164	18.199		-0.7663932241	-0.8062136312	-0.7653956602	-0.8056216018
1595	18.348	18.33	18.173	18.217		-0.751188792	-0.7740489639	-0.7504085225	-0.7732072562
1596	18.336	18.325	18.156	18.211		-0.7772535327	-0.7847705197	-0.7787175603	-0.7840120381
1597	18.32	18.309	18.137	18.191		-0.8120065202	-0.8190794982	-0.8103570731	-0.8200279776
1598	18.301	18.289	18.111	18.168		-0.853275693	-0.8619657214	-0.8536532484	-0.8614463079
1599	18.279	18.266	18.082	18.14		-0.9010610509	-0.911284878	-0.9019451364	-0.9118686232
1600	18.252	18.238	18.048	18.107		-0.9597067174	-0.9713255904	-0.9585632119	-0.9712949233
1601	18.217	18.203	18.002	18.065		-1.0357288777	-1.046376481	-1.0351641375	-1.0469283962
1602	18.177	18.168	17.95	18.024		-1.1226113466	-1.1214273715	-1.1217564883	-1.1207610721
1603	18.145	18.139	17.908	17.989		-1.1921173217	-1.1836123951	-1.1916964639	-1.1837889662
1604	18.13	18.121	17.888	17.968		-1.2246982475	-1.222209996	-1.2250012142	-1.2216057026
1605	18.126	18.113	17.883	17.958		-1.2333864944	-1.2393644852	-1.2333274018	-1.2396136723
1606	18.123	18.109	17.879	17.953		-1.2399026796	-1.2479417299	-1.2399883518	-1.2486176572
1607	18.119	18.104	17.873	17.948		-1.2485909265	-1.2586632857	-1.2499797769	-1.2576216421
1608	18.113	18.1	17.866	17.942		-1.2616232968	-1.2672405303	-1.2616364395	-1.2684264239
1609	18.108	18.095	17.86	17.937		-1.2724836054	-1.2779620861	-1.2716278646	-1.2774304088
1610	18.105	18.092	17.856	17.933		-1.2789997906	-1.2843950196	-1.2782888147	-1.2846335967
1611	18.103	18.09	17.853	17.93		-1.283343914	-1.2886836419	-1.2832845272	-1.2900359876
1612	18.102	18.089	17.852	17.929		-1.2855159758	-1.290827953	-1.2849497647	-1.2918367846
1613	18.102	18.088	17.852	17.929		-1.2855159758	-1.2929722642	-1.2849497647	-1.2918367846
1614	18.102	18.089	17.852	17.93		-1.2855159758	-1.290827953	-1.2849497647	-1.2900359876
1615	18.104	18.092	17.855	17.933		-1.2811718523	-1.2843950196	-1.2799540522	-1.2846335967
1616	18.109	18.097	17.861	17.939		-1.2703115437	-1.2736734638	-1.2699626271	-1.2738288148
1617	18.118	18.104	17.872	17.947		-1.2507629882	-1.2586632857	-1.2516450144	-1.259422439
1618	18.125	18.11	17.882	17.954		-1.2355585561	-1.2457974187	-1.2349926393	-1.2468168602
1619	18.128	18.112	17.885	17.957		-1.229042371	-1.2415087964	-1.2299969267	-1.2414144693
1620	18.125	18.112	17.882	17.957		-1.2355585561	-1.2415087964	-1.2349926393	-1.2414144693
1621	18.123	18.113	17.879	17.958		-1.2399026796	-1.2393644852	-1.2399883518	-1.2396136723
1622	18.128	18.118	17.885	17.964		-1.229042371	-1.2286429294	-1.2299969267	-1.2288088905
1623	18.141	18.131	17.903	17.979		-1.2008055686	-1.2007668844	-1.2000226515	-1.2017969359
1624	18.161	18.152	17.928	18.005		-1.1573643341	-1.1557363501	-1.1583917136	-1.1549762146
1625	18.19	18.184	17.967	18.042		-1.0943745442	-1.087118393	-1.0934474505	-1.0883467266
1626	18.234	18.223	18.023	18.089		-0.9988038284	-1.0034902578	-1.0001941497	-1.0037092688
1627	18.278	18.256	18.081	18.129		-0.9032331126	-0.9327279896	-0.9036103739	-0.9316773899
1628	18.296	18.272	18.105	18.147		-0.8641360016	-0.8984190111	-0.8636446735	-0.8992630444
1629	18.279	18.261	18.082	18.135		-0.9010610509	-0.9220064338	-0.9019451364	-0.9208726081
1630	18.246	18.236	18.039	18.104		-0.9727390877	-0.9756142128	-0.9735503495	-0.9766973142
1631	18.215	18.204	17.999	18.067		-1.0400730011	-1.0442321698	-1.0401598501	-1.0433268022
1632	18.186	18.175	17.962	18.032		-1.1030627911	-1.1064171934	-1.1017736381	-1.1063546963
1633	18.16	18.151	17.927	18.004		-1.1595363959	-1.1578806612	-1.1600569511	-1.1567770116
1634	18.143	18.136	17.905	17.985		-1.1964614451	-1.1900453286	-1.1966921764	-1.190992154
1635	18.141	18.131	17.902	17.979		-1.2008055686	-1.2007668844	-1.201687889	-1.2017969359
1636	18.146	18.132	17.909	17.981		-1.18994526	-1.1986225732	-1.1900312264	-1.1981953419
1637	18.15	18.135	17.914	17.985		-1.1812570131	-1.1921896398	-1.1817050388	-1.190992154
1638	18.15	18.136	17.914	17.986		-1.1812570131	-1.1900453286	-1.1817050388	-1.1891913571
1639	18.148	18.138	17.912	17.988		-1.1856011365	-1.1857567063	-1.1850355138	-1.1855897631
1640	18.154	18.146	17.919	17.998		-1.1725687662	-1.168602217	-1.1733788512	-1.1675817934
1641	18.173	18.164	17.944	18.019		-1.1312995935	-1.1300046162	-1.1317479134	-1.129765057
1642	18.2	18.186	17.98	18.045		-1.072653927	-1.0828297707	-1.0717993629	-1.0829443357
1643	18.223	18.208	18.01	18.071		-1.0226965073	-1.0356549252	-1.0218422374	-1.0361236143
1644	18.237	18.223	18.028	18.089		-0.9922876432	-1.0034902578	-0.9918679622	-1.0037092688
1645	18.245	18.236	18.038	18.105		-0.9749111494	-0.9756142128	-0.975215587	-0.9748965173
1646	18.258	18.253	18.056	18.125		-0.946674347	-0.9391609231	-0.9452413117	-0.9388805778
1647	18.286	18.279	18.091	18.156		-0.8858566188	-0.8834088329	-0.8869579987	-0.8830558716
1648	18.322	18.31	18.138	18.193		-0.8076623968	-0.816935187	-0.8086918355	-0.8164263836
1649	18.354	18.34	18.181	18.229		-0.7381564217	-0.7526058523	-0.7370866224	-0.7515976926
1650	18.375	18.363	18.208	18.255		-0.6925431255	-0.7032866956	-0.6921252095	-0.7047769713
1651	18.387	18.378	18.223	18.274		-0.6664783848	-0.6711220283	-0.6671466468	-0.6705618288
1652	18.399	18.393	18.239	18.291		-0.6404136442	-0.6389573609	-0.6405028466	-0.6399482802
1653	18.416	18.409	18.261	18.311		-0.6034885949	-0.6046483824	-0.6038676212	-0.6039323408
1654	18.436	18.427	18.288	18.332		-0.5600473604	-0.5660507815	-0.5589062084	-0.5661156043
1655	18.453	18.44	18.309	18.348		-0.5231223111	-0.5381747364	-0.5239362205	-0.5373028527
1656	18.456	18.444	18.314	18.352		-0.516606126	-0.5295974918	-0.515610033	-0.5300996649
1657	18.448	18.434	18.303	18.341		-0.5339826197	-0.5510406034	-0.5339276456	-0.5499084316
1658	18.426	18.405	18.274	18.306		-0.5817679776	-0.613225627	-0.5822195336	-0.6129363256
1659	18.373	18.352	18.205	18.242		-0.6968872489	-0.7268741184	-0.6971209221	-0.7281873319
1660	18.29	18.279	18.097	18.156		-0.8771683719	-0.8834088329	-0.8769665736	-0.8830558716
1661	18.205	18.202	17.987	18.064		-1.0617936183	-1.0485207921	-1.0601427002	-1.0487291932
1662	18.14	18.136	17.902	17.985		-1.2029776303	-1.1900453286	-1.201687889	-1.190992154
1663	18.096	18.089	17.844	17.929		-1.2985483461	-1.290827953	-1.2982716648	-1.2918367846
1664	18.067	18.063	17.806	17.899		-1.3615381361	-1.3465800432	-1.3615506904	-1.3458606938
1665	18.064	18.061	17.802	17.897		-1.3680543212	-1.3508686655	-1.3682116405	-1.3494622877
1666	18.091	18.079	17.837	17.918		-1.3094086547	-1.3122710646	-1.3099283274	-1.3116455513
1667	18.123	18.102	17.879	17.945		-1.2399026796	-1.262951908	-1.2399883518	-1.263024033
1668	18.137	18.115	17.897	17.96		-1.2094938155	-1.2350758629	-1.2100140766	-1.2360120784
1669	18.129	18.114	17.886	17.959		-1.2268703093	-1.2372201741	-1.2283316892	-1.2378128754
1670	18.117	18.114	17.872	17.959		-1.2529350499	-1.2372201741	-1.2516450144	-1.2378128754
1671	18.13	18.128	17.888	17.977		-1.2246982475	-1.2071998179	-1.2250012142	-1.2053985298
1672	18.172	18.164	17.943	18.019		-1.1334716552	-1.1300046162	-1.1334131509	-1.129765057
1673	18.224	18.206	18.011	18.069		-1.0205244456	-1.0399435475	-1.0201769999	-1.0397252083
1674	18.262	18.243	18.06	18.113		-0.9379861002	-0.9606040346	-0.9385803617	-0.9604901415
1675	18.28	18.266	18.084	18.14		-0.8988889891	-0.911284878	-0.8986146613	-0.9118686232
1676	18.29	18.28	18.097	18.157		-0.8771683719	-0.8812645218	-0.8769665736	-0.8812550746
1677	18.301	18.291	18.111	18.17		-0.853275693	-0.857677099	-0.8536532484	-0.857844714
1678	18.313	18.304	18.127	18.186		-0.8272109523	-0.829801054	-0.8270094482	-0.8290319624
1679	18.328	18.324	18.146	18.209		-0.7946300265	-0.7869148308	-0.7953699354	-0.787613632
1680	18.355	18.354	18.182	18.245		-0.73598436	-0.7225854961	-0.7354213849	-0.722784941
1681	18.402	18.398	18.243	18.297		-0.633897459	-0.6282358051	-0.6338418965	-0.6291434984
1682	18.457	18.447	18.315	18.356		-0.5144340642	-0.5231645583	-0.5139447955	-0.522896477
1683	18.506	18.496	18.379	18.415		-0.4080030398	-0.4180933116	-0.4073695945	-0.4166494555
1684	18.546	18.537	18.431	18.463		-0.3211205709	-0.3301765541	-0.3207772438	-0.3302112008
1685	18.579	18.562	18.474	18.493		-0.2494425341	-0.2765687751	-0.2491720306	-0.2761872916
1686	18.584	18.562	18.481	18.493		-0.2385822255	-0.2765687751	-0.237515368	-0.2761872916
1687	18.546	18.532	18.43	18.457		-0.3211205709	-0.3408981099	-0.3224424813	-0.3410159827
1688	18.489	18.49	18.356	18.407		-0.4449280891	-0.4309591785	-0.4456700574	-0.4310558313
1689	18.449	18.452	18.304	18.362		-0.531810558	-0.5124430025	-0.5322624081	-0.5120916951
1690	18.436	18.434	18.287	18.34		-0.5600473604	-0.5510406034	-0.5605714459	-0.5517092285
1691	18.435	18.421	18.285	18.325		-0.5622194221	-0.5789166485	-0.5639019209	-0.5787211831
1692	18.421	18.404	18.267	18.305		-0.5926282863	-0.6153699382	-0.5938761962	-0.6147371226
1693	18.385	18.374	18.221	18.268		-0.6708225083	-0.6796992729	-0.6704771218	-0.6813666106
1694	18.343	18.345	18.166	18.234		-0.7620491006	-0.7418842965	-0.7620651851	-0.7425937077
1695	18.327	18.334	18.145	18.221		-0.7968020882	-0.7654717192	-0.7970351729	-0.7660040684
1696	18.352	18.351	18.178	18.242		-0.7425005451	-0.7290184295	-0.742082335	-0.7281873319
1697	18.396	18.38	18.235	18.276		-0.6469298293	-0.666833406	-0.6471637966	-0.6669602348
1698	18.423	18.404	18.271	18.305		-0.5882841628	-0.6153699382	-0.5872152461	-0.6147371226
1699	18.423	18.41	18.271	18.312		-0.5882841628	-0.6025040712	-0.5872152461	-0.6021315438
1700	18.412	18.407	18.256	18.308		-0.6121768418	-0.6089370047	-0.6121938088	-0.6093347317
1701	18.408	18.404	18.25	18.305		-0.6208650887	-0.6153699382	-0.6221852339	-0.6147371226
1702	18.415	18.411	18.26	18.313		-0.6056606566	-0.60035976	-0.6055328588	-0.6003307468
1703	18.431	18.431	18.281	18.337		-0.570907669	-0.5574735369	-0.570562871	-0.5571116195
1704	18.465	18.468	18.324	18.381		-0.4970575705	-0.478134024	-0.4989576578	-0.4778765526
1705	18.525	18.526	18.404	18.45		-0.3667338671	-0.3537639768	-0.3657386567	-0.3536215615
1706	18.6	18.601	18.502	18.54		-0.2038292379	-0.19294064	-0.2025453802	-0.1915498339
1707	18.688	18.693	18.616	18.648		-0.0126878063	0.0043359866	-0.0127083036	0.0029362392
1708	18.794	18.794	18.755	18.769		0.2175507363	0.2209114136	0.218759711	0.220832673
1709	18.901	18.889	18.894	18.882		0.4499613406	0.4246209737	0.4502277255	0.424322731
1710	18.976	18.961	18.992	18.968		0.6128659698	0.5790113771	0.6134210019	0.5791912707
1711	19.007	19	19.031	19.014		0.6801998832	0.6626395122	0.678365265	0.6620279315
1712	19.015	19.012	19.042	19.029		0.697576377	0.6883712461	0.6966828777	0.6890398861
1713	19.009	19.005	19.035	19.02		0.6845440066	0.673361068	0.6850262151	0.6728327133
1714	18.986	18.985	19.004	18.996		0.634586587	0.6304748449	0.6334038521	0.6296135859
1715	18.955	18.956	18.964	18.961		0.5672526736	0.5682898213	0.5667943515	0.5665856919
1716	18.921	18.921	18.919	18.92		0.493402575	0.4932389307	0.4918586634	0.492753016
1717	18.883	18.881	18.87	18.873		0.4108642296	0.4074664844	0.4102620251	0.4081155582
1718	18.839	18.833	18.813	18.816		0.3152935138	0.3045395488	0.3153434868	0.3054701308
1719	18.781	18.773	18.737	18.744		0.1893139339	0.1758808793	0.1887854357	0.1758127487
1720	18.707	18.703	18.641	18.66		0.0285813664	0.0257790982	0.0289226343	0.0245458029
1721	18.629	18.627	18.54	18.571		-0.140839448	-0.1371885498	-0.1392663547	-0.1357251277
1722	18.557	18.553	18.445	18.482		-0.297227892	-0.2958675756	-0.2974639186	-0.2959960583
1723	18.488	18.483	18.356	18.399		-0.4471001508	-0.4459693566	-0.4456700574	-0.4454622071
1724	18.424	18.418	18.271	18.321		-0.5861121011	-0.5853495819	-0.5872152461	-0.585924371
1725	18.365	18.358	18.194	18.249		-0.7142637427	-0.7140082514	-0.7154385347	-0.7155817531
1726	18.31	18.302	18.123	18.183		-0.8337271375	-0.8340896763	-0.8336703983	-0.8344343533
1727	18.259	18.249	18.056	18.12		-0.9445022853	-0.9477381677	-0.9452413117	-0.9478845627
1728	18.211	18.2	17.993	18.061		-1.048761248	-1.0528094145	-1.0501512752	-1.0541315841
1729	18.165	18.162	17.934	18.016		-1.1486760872	-1.1342932385	-1.1484002885	-1.1351674479
1730	18.14	18.144	17.902	17.996		-1.2029776303	-1.1728908393	-1.201687889	-1.1711833873
1731	18.159	18.157	17.927	18.011		-1.1617084576	-1.1450147943	-1.1600569511	-1.1441714327
1732	18.203	18.196	17.983	18.057		-1.0661377418	-1.0613866591	-1.0668036503	-1.061334772
1733	18.257	18.253	18.054	18.125		-0.9488464088	-0.9391609231	-0.9485717868	-0.9388805778
1734	18.33	18.321	18.149	18.205		-0.790285903	-0.7933477643	-0.7903742229	-0.7948168199
1735	18.403	18.381	18.245	18.277		-0.6317253973	-0.6646890948	-0.6305114215	-0.6651594378
1736	18.444	18.418	18.297	18.321		-0.5426708666	-0.5853495819	-0.5439190707	-0.585924371
1737	18.438	18.422	18.29	18.326		-0.555703237	-0.5767723373	-0.5555757333	-0.5769203862
1738	18.414	18.406	18.259	18.307		-0.6078327183	-0.6110813158	-0.6071980963	-0.6111355286
1739	18.391	18.382	18.228	18.279		-0.6577901379	-0.6625447836	-0.6588204592	-0.6615578439
1740	18.368	18.359	18.199	18.25		-0.7077475576	-0.7118639403	-0.7071123472	-0.7137809561
1741	18.344	18.333	18.167	18.22		-0.7598770389	-0.7676160304	-0.7603999476	-0.7678048653
1742	18.316	18.305	18.131	18.186		-0.8206947671	-0.8276567428	-0.8203484981	-0.8290319624
1743	18.284	18.284	18.089	18.162		-0.8902007423	-0.8726872772	-0.8902884738	-0.8722510898
1744	18.276	18.286	18.078	18.164		-0.907577236	-0.8683986548	-0.9086060864	-0.8686494958
1745	18.319	18.324	18.135	18.209		-0.814178582	-0.7869148308	-0.8136875481	-0.787613632
1746	18.395	18.392	18.234	18.29		-0.649101891	-0.6411016721	-0.6488290341	-0.6417490772
1747	18.483	18.482	18.348	18.397		-0.4579604595	-0.4481136678	-0.4589919575	-0.4490638011
1748	18.584	18.579	18.481	18.513		-0.2385822255	-0.2401154854	-0.237515368	-0.2401713522
1749	18.685	18.671	18.613	18.622		-0.0192039915	-0.0428388589	-0.0177040161	-0.0438844821
1750	18.759	18.743	18.708	18.709		0.141528576	0.1115515445	0.1404935478	0.1127848546
1751	18.798	18.785	18.76	18.759		0.2262389832	0.2016126132	0.2270858985	0.2028247033
1752	18.811	18.796	18.777	18.772		0.2544757856	0.2252000359	0.2553949363	0.2262350639
1753	18.789	18.775	18.748	18.747		0.2066904277	0.1801695016	0.2071030484	0.1812151396
1754	18.737	18.74	18.68	18.705		0.0937432181	0.1051186111	0.0938668974	0.1055816667
1755	18.696	18.709	18.626	18.668		0.0046886875	0.0386449652	0.0039440716	0.0389521787
1756	18.695	18.703	18.625	18.66		0.0025166257	0.0257790982	0.0022788341	0.0245458029
1757	18.718	18.717	18.655	18.677		0.0524740454	0.0557994544	0.0522359595	0.0551593515
1758	18.744	18.742	18.689	18.708		0.1089476501	0.1094072334	0.108854035	0.1109840576
1759	18.771	18.777	18.724	18.749		0.1675933166	0.1844581239	0.167137348	0.1848167335
1760	18.814	18.834	18.78	18.816		0.2609919707	0.30668386	0.2603906488	0.3054701308
1761	18.906	18.926	18.9	18.927		0.4608216492	0.5039604865	0.4602191506	0.5053585948
1762	19.044	19.038	19.081	19.06		0.7605661669	0.7441233363	0.7616271407	0.7448645922
1763	19.161	19.135	19.233	19.175		1.0146973885	0.9521215186	1.0147432429	0.9519562442
1764	19.198	19.186	19.281	19.236		1.0950636722	1.0614813877	1.0946746437	1.0618048595
1765	19.192	19.206	19.274	19.26		1.0820313019	1.1043676109	1.083017981	1.1050239869
1766	19.204	19.224	19.289	19.281		1.1080960425	1.1429652117	1.1079965438	1.1428407233
1767	19.249	19.244	19.347	19.305		1.20583882	1.1858514349	1.2045803196	1.1860598507
1768	19.265	19.228	19.369	19.286		1.2405918076	1.1515424563	1.2412155449	1.1518447082
1769	19.172	19.14	19.248	19.181		1.0385900674	0.9628430744	1.0397218057	0.962761026
1770	18.988	19.024	19.007	19.043		0.6389307105	0.71410298	0.6383995646	0.7142510437
1771	18.877	18.954	18.863	18.96		0.3978318592	0.564001199	0.3986053625	0.5647848949
1772	18.959	18.995	18.969	19.009		0.5759409205	0.6519179564	0.5751205391	0.6530239466
1773	19.116	19.097	19.175	19.129		0.9169546109	0.8706376946	0.9181594671	0.8691195834
1774	19.214	19.195	19.302	19.247		1.1298166598	1.0807801881	1.1296446315	1.0816136262
1775	19.249	19.24	19.347	19.3		1.20583882	1.1772741902	1.2045803196	1.1770558658
1776	19.246	19.241	19.344	19.302		1.1993226349	1.1794185014	1.1995846071	1.1806574598
1777	19.212	19.214	19.3	19.269		1.1254725363	1.1215221001	1.1263141564	1.1212311597
1778	19.165	19.179	19.239	19.227		1.0233856354	1.0464712096	1.024734668	1.0455976868
1779	19.136	19.151	19.2	19.194		0.9603958454	0.9864304972	0.959790405	0.9861713867
1780	19.129	19.139	19.191	19.18		0.9451914133	0.9606987633	0.9448032673	0.960960229
1781	19.132	19.14	19.196	19.181		0.9517075985	0.9628430744	0.9531294549	0.962761026
1782	19.142	19.149	19.209	19.192		0.9734282157	0.9821418748	0.9747775426	0.9825697927
1783	19.155	19.161	19.226	19.206		1.0016650181	1.0078736087	1.0030865803	1.0077809503
1784	19.167	19.172	19.241	19.219		1.0277297588	1.0314610315	1.0280651431	1.031191311
1785	19.176	19.183	19.252	19.232		1.0472783143	1.0550484542	1.0463827557	1.0546016716
1786	19.187	19.195	19.266	19.247		1.0711709932	1.0807801881	1.0696960809	1.0816136262
1787	19.202	19.207	19.287	19.261		1.1037519191	1.106511922	1.1046660687	1.1068247839
1788	19.214	19.213	19.302	19.268		1.1298166598	1.119377789	1.1296446315	1.1194303627
1789	19.206	19.205	19.291	19.258		1.112440166	1.1022232997	1.1113270188	1.1014223929
1790	19.178	19.183	19.256	19.232		1.0516224377	1.0550484542	1.0530437058	1.0546016716
1791	19.147	19.155	19.215	19.199		0.9842885243	0.9950077418	0.9847689677	0.9951753715
1792	19.121	19.127	19.181	19.166		0.9278149196	0.9349670294	0.9281508922	0.9357490714
1793	19.097	19.101	19.149	19.135		0.8756854382	0.8792149392	0.8748632917	0.8799243652
1794	19.072	19.072	19.117	19.1		0.8213838951	0.8170299156	0.8215756913	0.8168964712
1795	19.039	19.03	19.073	19.05		0.7497058583	0.726968847	0.7483052406	0.7268566225
1796	18.976	18.966	18.992	18.974		0.6128659698	0.5897329329	0.6134210019	0.5899960525
1797	18.882	18.9	18.869	18.895		0.4086921679	0.4482083964	0.4085967876	0.4477330916
1798	18.825	18.862	18.795	18.851		0.2848846497	0.3667245724	0.2853692116	0.3684980248
1799	18.862	18.887	18.843	18.879		0.3652509334	0.4203323513	0.3653006123	0.4189203401
1800	18.952	18.96	18.96	18.967		0.5607364884	0.5768670659	0.5601334015	0.5773904737
1801	19.057	19.062	19.098	19.089		0.7888029693	0.7955868041	0.7899361785	0.7970877045
1802	19.166	19.162	19.239	19.207		1.0255576971	1.0100179199	1.024734668	1.0095817473
1803	19.25	19.244	19.35	19.305		1.2080108818	1.1858514349	1.2095760322	1.1860598507
1804	19.302	19.291	19.417	19.361		1.3209580913	1.2866340593	1.3211469456	1.2869044812
1805	19.309	19.298	19.426	19.369		1.3361625234	1.3016442374	1.3361340833	1.301310857
1806	19.267	19.281	19.372	19.349		1.2449359311	1.2651909477	1.2462112575	1.2652949175
1807	19.238	19.271	19.333	19.337		1.1819461411	1.2437478362	1.1812669944	1.2436853538
1808	19.272	19.295	19.378	19.365		1.2557962397	1.295211304	1.2562026826	1.2941076691
1809	19.339	19.349	19.465	19.43		1.4013243751	1.4110041065	1.4010783463	1.4111594724
1810	19.408	19.405	19.555	19.497		1.5511966339	1.5310855314	1.5509497227	1.5318128696
1811	19.448	19.429	19.607	19.525		1.6380791028	1.5825489992	1.6375420734	1.5822351848
1812	19.414	19.427	19.563	19.523		1.5642290043	1.5782603769	1.5642716228	1.5786335909
1813	19.381	19.453	19.52	19.554		1.4925509674	1.634012467	1.4926664096	1.634458297
1814	19.5	19.546	19.675	19.664		1.7510263124	1.8334334047	1.7507782244	1.8325459641
1815	19.703	19.651	19.94	19.79		2.1919548421	2.0585860763	2.1920661658	2.0594463827
1816	19.739	19.674	19.986	19.817		2.2701490641	2.107905233	2.2686670914	2.108067901
1817	19.575	19.592	19.773	19.719		1.9139309416	1.932071718	1.9139715008	1.9315897976
1818	19.425	19.483	19.578	19.59		1.5881216832	1.6983418017	1.5892501855	1.6992869881
1819	19.389	19.429	19.53	19.525		1.5099274612	1.5825489992	1.5093187848	1.5822351848
1820	19.419	19.434	19.57	19.531		1.5750893129	1.593270555	1.5759282854	1.5930399667
1821	19.461	19.445	19.625	19.545		1.6663159052	1.6168579777	1.6675163487	1.6182511243
1822	19.437	19.404	19.593	19.496		1.6141864239	1.5289412202	1.6142287482	1.5300120726
1823	19.306	19.282	19.422	19.35		1.3296463382	1.2673352589	1.3294731332	1.2670957145
1824	19.1	19.108	19.153	19.143		0.8822016234	0.8942251173	0.8815242418	0.894330741
1825	18.896	18.956	18.887	18.961		0.439101032	0.5682898213	0.4385710629	0.5665856919
1826	18.833	18.889	18.806	18.882		0.3022611434	0.4246209737	0.3036868242	0.424322731
1827	18.909	18.896	18.904	18.89		0.4673378344	0.4396311518	0.4668801006	0.4387291068
1828	18.944	18.905	18.95	18.901		0.5433599947	0.4589299522	0.5434810263	0.4585378735
1829	18.88	18.87	18.867	18.86		0.4043480444	0.3838790617	0.4052663126	0.3847051976
1830	18.795	18.799	18.755	18.775		0.219722798	0.2316329694	0.218759711	0.2316374548
1831	18.721	18.721	18.658	18.682		0.0589902305	0.0643766991	0.0572316721	0.0641633363
1832	18.653	18.638	18.571	18.583		-0.0887099666	-0.1136011271	-0.0876439917	-0.114115564
1833	18.56	18.533	18.45	18.458		-0.2907117068	-0.3387537987	-0.289137731	-0.3392151857
1834	18.412	18.406	18.255	18.307		-0.6121768418	-0.6110813158	-0.6138590463	-0.6111355286
1835	18.268	18.289	18.068	18.168		-0.9249537298	-0.8619657214	-0.9252584616	-0.8614463079
1836	18.203	18.229	17.984	18.096		-1.0661377418	-0.9906243909	-1.0651384128	-0.99110369
1837	18.225	18.238	18.012	18.107		-1.0183523839	-0.9713255904	-1.0185117624	-0.9712949233
1838	18.309	18.304	18.121	18.186		-0.8358991992	-0.829801054	-0.8370008733	-0.8290319624
1839	18.404	18.387	18.245	18.284		-0.6295533355	-0.6518232278	-0.6305114215	-0.652553859
1840	18.479	18.466	18.343	18.378		-0.4666487063	-0.4824226463	-0.4673181451	-0.4832789435
1841	18.539	18.524	18.421	18.448		-0.336325003	-0.3580525991	-0.3374296189	-0.3572231554
1842	18.578	18.564	18.473	18.496		-0.2516145958	-0.2722801528	-0.2508372682	-0.2707849007
1843	18.595	18.591	18.495	18.528		-0.2146895465	-0.2143837515	-0.2142020428	-0.2131593976
1844	18.615	18.616	18.521	18.557		-0.1712483121	-0.1607759726	-0.1709058675	-0.1609362853
1845	18.648	18.644	18.564	18.591		-0.0995702752	-0.1007352601	-0.0993006543	-0.0997091882
1846	18.68	18.679	18.606	18.632		-0.0300643001	-0.0256843696	-0.0293606787	-0.0258765123
1847	18.716	18.712	18.653	18.671		0.0481299219	0.0450778986	0.0489054845	0.0443545696
1848	18.749	18.726	18.696	18.689		0.1198079588	0.0750982548	0.1205106976	0.0767689151
1849	18.731	18.703	18.672	18.66		0.0807108477	0.0257790982	0.0805449973	0.0245458029
1850	18.649	18.641	18.566	18.587		-0.0973982135	-0.1071681936	-0.0959701793	-0.1069123761
1851	18.557	18.575	18.445	18.508		-0.297227892	-0.2486927301	-0.2974639186	-0.249175337
1852	18.519	18.534	18.396	18.46		-0.3797662374	-0.3366094876	-0.3790605568	-0.3356135917
1853	18.536	18.526	18.418	18.45		-0.3428411882	-0.3537639768	-0.3424253315	-0.3536215615
1854	18.538	18.528	18.42	18.453		-0.3384970647	-0.3494753545	-0.3390948564	-0.3482191705
